web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1578846245-1369,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Philly Cheese Blunt,nice phone,"Reviewed in the United States on August 14, 2019",Works well and battery life is unbelievable.,4,Next page?,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1578846245-1371,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Victor,Good price,"Reviewed in the United States on March 20, 2019",Very good phone,5,Next page?,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1578846242-1360,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,kelly,Good,"Reviewed in the United States on June 2, 2019",Great product! Thanks!,5,Next page?,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1578846245-1375,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,null,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1578846245-1367,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Hersses,P smart no worthy,"Reviewed in the United States on June 13, 2019",This device is pretty  but that's its. Material is plastic and is a magnet fingerprint in the plastic back. Battery is good fingerprint work properly and fast double e sim card work perfectly. Phone have a lot lag opening the apps and back and front cameras take regular pi tires nothing awesome and in the night forget.  Go to xiaomi more value for your  Money.,3,Next page?,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1578846236-1341,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Gail,no way off useing  MIC BUILD GREAT,"Reviewed in the United States on February 14, 2019",great phone can't figure to talk into to smallmike phone Mike h,4,,
1578846236-1338,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Thayne Carroll,Beware!,"Reviewed in the United States on May 3, 2019","Beware! A month after return period was over, the speaker which was clear suddenly became very fuzzy and the sound quality from the speaker tanked. We contacted customer service and they pretty much told us ""too bad"" and took zero responsibility for it. Therefore, we received no return. The phone is pretty good but I would find a different seller, who will actually work with you in case of a phone malfunction or breakage.",2,,
1578846236-1344,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shaneezy24,It’s nice,"Reviewed in the United States on March 17, 2019",i bought this for my mother in-law and she likes it.,5,,
1578846240-1354,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Juan Pablo Salsavilca,Bateria,"Reviewed in the United States on July 8, 2019",La Bateria muy buena y wifi para compartir datos funciona muy bien.,5,Next page?,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1578846240-1350,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bibi,Getting rid of my iPhone 6s,"Reviewed in the United States on March 16, 2019",Better than any iPhone,5,Next page?,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1578846236-1339,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Awesome........Huawei P Smart 2019,"Reviewed in the United States on February 23, 2019","if it had not been for a couple of days delay on my order delivery........
it would have been a perfect 5 stars..........but I'm happy with my purchase, and i would recommend to any one.",4,,
1578846242-1356,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Josh Tunin,Best phone for the price,"Reviewed in the United States on May 15, 2019",Definitely one of the best budget phones u can buy. Lov it,5,Next page?,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1578846242-1361,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Patrick,P SMART IS THE PHONE OF THE MOMENT EXCELLENT,"Reviewed in the United States on July 17, 2019",LOVE IT,5,Next page?,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1578846236-1342,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chevelle Rios,Awesome bang for your buck!,"Reviewed in the United States on May 1, 2019",This phone has the fastest fingerprint scanner i've used. The display is big and brigth and the notch makes it look like a really high end phone. I would definitely recommend it.,5,,
1578846240-1346,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Stephanie,Thank you,"Reviewed in the United States on May 15, 2019",Great phone love it thank you,5,Next page?,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1578846242-1359,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Prithvi,Great Phone,"Reviewed in the United States on April 29, 2019",It is a great phone. Perfect for its value.,5,Next page?,https://www.amazon.com/Huawei-Display-Battery-Unlocked-Pot-LX3/product-reviews/B07MCMHKBD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1578846457-1401,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rachel,One of the best phones most will never know about.,"Reviewed in the United States on March 18, 2018","It's sad that this phone won't get the exposure it deserves, because it really is a great phone.

For starters, the battery life is incredible. With heavy use (games like Hearthstone and lots of YouTube) I can easily come out the other side of my 12 hour shift with 15-20% left. If you do have to charge it though, the supplied charger puts out 4.5A @ 5V and will get you several more hours of use in no time flat.

The fingerprint sensor is something else that is unbelievably fast. Almost the instant you touch the well placed sensor the phone is unlocked. I loved how fast the sensor is on my Nexus 6P which is also a Huawei built phone, but this one is in a whole other ballpark as far as speed is concerned.

Another thing I like about it is the stereo speakers. I loved the ones in my 6P and was hugely disappointed in the sad, lone speaker Google put on my Pixel XL. This phone uses the single bottom firing speaker while in portrait mode but uses both when in landscape and is more than adequate for showing your co-workers the latest video you found of Panda bears falling over and over again.

The camera is another area that Huawei made sure was done right. Pictures turn out great with no effort and only get better with all the options they give you. Same goes for videos, there are a total of 9 different modes of video that go from tiny MMS size videos to 4k @ 30 fps, along with 1080p @ 60 & 120 fps, and 720p @ 240 fps.

Now that I've brought up the Pixel XL that I attempted to replace my 6P with I want to say something about how these phones feel in your hand. The 6P and the Mate 10 Pro both feel as expensive as they are. The Pixel XL feels like the cheap plastic toys you get with the tickets at Chuck E Cheese. It's a minor point to most I'm sure but if I'm spending $800+ on a phone I want to feel like my money is well spent.

As for the things I don't like. My main gripe is the display. Yes, under most circumstances it's a great screen even though the resolution isn't as high as other flagship phones. There are really only a few instances where its lower resolution shows itself, and the main one where I notice it is in the game Hearthstone. When your cards are low in your hand the card art is pretty distorted looking. When you bring them up to take a closer look they are much better looking. On the 6P and Pixel XL the card art is nice and sharp all the time.

The other complaint I have is of course the lack of a headphone jack. We've all got our own opinions and I'm on the side that misses it. If Samsung can make an IP68 rated phone with a headphone jack then Huawei should be able to as well. But of course them and Google are too busy worrying about what Apple is doing. We don't need thinner phones that make it easier to bend/break these expensive phones, and I'd much rather have the jack than the IR blaster they included.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1578846575-1875,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Great phone with tons of features!!,"Reviewed in the United States on May 28, 2018",Great phone with tons of features!! It may be the best-unlocked phone in the market for this money.,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&reviewerType=all_reviews
1578846536-1708,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,X.H. L.,function instruction,"Reviewed in the United States on August 25, 2018",Huawei phone is pretty. But Huawei's service is not that helpful.,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews
1578846595-1947,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ss,Camera was terrible.,"Reviewed in the United States on March 27, 2018","Camera was terrible. And I""m wondering if mine was defective. It recieved a 96 from DXO Mark, and the pictures were just terrible. Not worth spending $800. Returned it.",1,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
1578846527-1671,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fan Yang,Five Stars,"Reviewed in the United States on April 30, 2018",The phone works great! I love it. It delivered on time.,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews
1578846573-1858,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jesus,Fast and nice cellphone.,"Reviewed in the United States on January 4, 2019","5 stars. Using it on AT@T really fast cellphone, I have used it in Mexico too. No problems it's a great device with good signal.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&reviewerType=all_reviews
1578846477-1484,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Zaphkiel Prime,No External Storage Capability. But Excellent Build Quality and Camera.,"Reviewed in the United States on July 16, 2018","Was very doubting about this phone but turns out this thing is a powerful underdog in it's own little niche.

Only downside is the inability to add external storage. Everything else is 8/10 at lowest and 9.5/10 at most.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1578846521-1654,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,JAYVIN,Best phone,"Reviewed in the United States on July 21, 2019",Amazing phone... Definitely better buy than Apple or Samsung,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews
1578846573-1863,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,YU KUN TSANG,this phone is awsome,"Reviewed in the United States on March 10, 2019",finger print scan unlock is super quick.  performent is good and operating system was able to upgrade to android 9.0. i like it alot.,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&reviewerType=all_reviews
1578846516-1632,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,John,Great Picture Quality,"Reviewed in the United States on January 8, 2020",I LOVE THIS PHONE. BETTER PICTURE QUALITY THAN I PHONE OR NOTE 10. The only thing I wish it had head phone jack.,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews
1578846554-1784,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Edzew Kurai,ditch the crappy iphones and galaxies!!! Get yourself a Mate 10 Pro!! you will be glad you did!!!,"Reviewed in the United States on February 20, 2018","have had IPhones since the Iphone 4. this thing blows iphones away!!!
great picture!
great camera!
and great sound!
its super fast and works on T Mobile a lot better than any of my old iphones ever did!
it feels good in my hand or in my pocket, its not too big nor is it too small, its just damn right!
Huawei has a new customer for life!! thank you so much for bringing it to the US!!

the only negative thing i can think of at this moment is so far im having a hard time finding a good case that i like the look of for it. i ordered one and when it came in it was just cheap feeling and didn't fit right. i had my eye on 3 others that were a bit more expensive but they are all out of stock now.. just my luck.  i used Lunatik for my iphones but i don't think they are even in business any more.. may have to check them out and see if they still are and make a case for the Mate 10 Pro.

quick edit... forgot to mention the battery life. now granted i don't use my phone as a computer like most people do..i don't sit around and surf the internet with it, i don't have a tun of games i play all day long... that being said compared to my iphone the Mate 10 Pro's battery life is much better. doing the same things i normally do in a day i used way less battery than i would on my iphone. by the time i got home from work today i think i was sitting at 95% charge if not more. on my iphone it would be at 50% or less... usually less.

thank you again Huawei for bringing the Mate 10 Pro to the US!!!

Update nearly a year later.... Still going strong and battery life is amazing, i can usually go 2 days without charging.  Customer support is also amazing, most helpful and quick to respond and very helpful they even CALLED me a few days later to check to make sure everything was working correctly and if i have had any more problems. so the people saying customer service is horrible must have used the wrong thing or are not telling the truth because i have never had such great customer service before.  the problem i had was i had turned something off in the settings or disabled something and it wasn't able to download its updates. so the problem i had with it was a user error problem he he.

Also wanted to note that my work phone also got upgraded to a samsung note 9... the Mate 10 Pro still blows that thing out of the water. picture quality is better on the Mate 10, sound quality also better on Mate 10, now i have better coverage on my Mate 10 on T Mobile than i do with the note 9 on verison but that might just be because T Mobile is better than verison.. i don't really know about that part. Battery life is WAY better on the Mate 10 as well... the note is sitting at 48% at the end of the day when i get home from work and i have not used it at all for anything not even looking at email or sending a text just sitting there doing nothing and its at 48% not sure if its because of bloat ware or what but my Mate 10 is sitting at 90% and i actually use it to check personal email and to send texts.

All in all i really love this phone. it has held up great this past year and i would recommend this phone to anyone wanting to upgrade and or just wanting a new nice phone.  i have been telling my friend he needs to get one of these but he decided to go with a different one forget what it was but now he is regretting it after 6 months and he actually asked me what it was that i had and i think he is going to finally take my advice and get a Mate 10 Pro.

Once again thank you Huawei for bringing the Mate 10 Pro to America!",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews
1578846575-1869,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,T. Davis,Best phone that I have owned..,"Reviewed in the United States on October 16, 2018",This is by far the easiest phone to figure out that there is.... would buy it again...,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&reviewerType=all_reviews
1578846473-1463,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,sereyvuth,User,"Reviewed in the United States on August 2, 2018","AUDIO: Sound quality is really good but earphone is not compatible at all (keep falling out of my ears.).
PICTURES: smooth and clear but the colors a little bit fake even though I adjusted it.
BATTERY: More than just a fast charging, battery life last forever.
VIDEO: 4K@30fps & 1080@60fps.
SPEED/FUNTION: Fast speed processor but not considered as pro yet(to me).

I recommend if @549.99$.",4,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
1578846455-1392,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Earl Blueberry,Huawei has surpassed Apple as 2nd biggest for a good reason.,"Reviewed in the United States on October 23, 2018","By far the best phone I have ever had the pleasure of using. The Mate 10 Pro is everything I was looking for in a phone, it is large, has a lightning fast processor, amazing dual camera, nice and quick fingerprint scanner, very good on board sound quality which switches between mono and stereo sound as you rotate the phone between landscape and portrait, and so much more! Also something to note, I have no quarrels at all with EMUI! I have read reviews that knock it but I cannot understand why, I quite enjoy it.
!!! Important Note !!! This phone does not have a 3.5mm audio jack! This is not an issue at all for me because it comes with an adaptor for the lovely usb type c charging port so you can still use 3.5mm audio devices, it comes with a pair of earbuds that have actually quite good sound quality as well.
I am absolutely overjoyed with this phone, and don't worry about charging it! This phone lasts me at least three days using it prety frequently for games like hearthstone and constantly reading books.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1578846595-1954,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Spanky,Jumbualia....  Why do you have so many phones??,"Reviewed in the United States on September 20, 2018",I don't know anyone that needs that many phones,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
1578846495-1547,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,cynthia,"till now, love it.","Reviewed in the United States on August 29, 2018","I just receive it and till now, I love it. I works very fast. About the quality, still wait to see its performance.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews
1578846516-1634,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Clarke E.,"Huawei Mate 10 Pro, Best phone available at any price.","Reviewed in the United States on May 1, 2018","Love this phone. Probably the best phone on the market right now. This phone beats out every other phone available in all areas except screen dpi.  But I can't see the difference.  Operation is smooth, fast, and very customizable.  Battery life is awesome and it charges very fast. Also not full of bloatware like most other networked phones tend to have.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews
1578846595-1951,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Evan,Good quality phone,"Reviewed in the United States on June 25, 2018",Solid phone. Runs smooth. Various features without too much bloatware like most other phones.,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
1578846585-1908,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,bill t.,I love it,"Reviewed in the United States on December 26, 2019",Great product and costumer service,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&pageNumber=54&reviewerType=all_reviews
1578846485-1515,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,rhon c.,slightly buggy,"Reviewed in the United States on December 14, 2018","A great smartphone, but a buggy messaging app due to an error of downloading or receiving mms occur after a security software update. It looks like Huaweii has abandoned the android pie update for the US variant. I had to return it for a full refund.",3,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews
1578846498-1560,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,jeffery young,Great product,"Reviewed in the United States on September 9, 2018","It works fine, great battery durity. Just not so used to its system. I had used iPhone for many years, but got tired of their unreasonable price and design.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews
1578846452-1381,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Network connection issue,"Reviewed in the United States on February 20, 2018","Like one of the other reviewer on this site, ""Ancher"", I initially could not get the phone to work.
I received my unit yesterday (Feb 20th), and went to AT&T store immediately, they were able to
set it up quickly and copy over contact and other info from my old phone. Then I noticed that it has no LTE or 4G signal.
The employee at AT&T store was not able to figure out why there is no mobile data network. The phone can receive and make calls, and SMS message also works, but just no internet. After about 1 hour, they gave up, and told me to contact Huawei. That was around 4PM. I went home and contact Huawei right away, the CS agent (her name is Marisa) spend close to 2 hours with me, trying out various stuff, including couple of factory reset, which wipes out stuff I moved over from old phone, still no connection. Wifi works, but just no internet. The option to enable 4G under mobile network menu couldn't be set to enable. They checked the IEMI number, everything seems to check out. In the end, she said to wait 24 hours, maybe it takes a little while for the new SIM card to register. Then I found the review on this site by ""Ancher"". I actually print out his review and took it with me when I visited AT&T store again. They were not sure what to take of that, but to their credit, they were willing to try the method mentioned by ""Ancher"". One of their employee swap my SIM card with his iPhone8's. Both were able to connect to LTE quickly, we played around with some website for a short while, then switched the SIM cards back, and just like I have hoped, my Mate 10 Pro suddenly had no problem with connecting to 4G LTE network.

The phone is beautiful, and camera is amazing, but I wish I didn't have to go through this to get it to work. In the end, neither AT&T, nor Huawei was able to fix the problem. It was the power of internet and user community that came through.",4,,
1578846534-1696,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Leo,Five Stars,"Reviewed in the United States on April 15, 2018",Excelente,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews
1578846524-1660,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,PHL,The best deal for a flagship smartphone.,"Reviewed in the United States on December 30, 2018",half the current flagship price but almost stay of art performance.,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews
1578846595-1952,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rachel,Do not buy!!!,"Reviewed in the United States on October 27, 2018",The keyboard disappeared all of sudden after a normal restart a week ago. I contacted the online tech support and was told it would need to be reset and I would lose all my data. Ridiculous.,1,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&reviewerType=all_reviews
